"","countries","year","fert_index"
"872","Georgia",1963,2.915
"873","Ghana",1963,6.862
"875","Guinea",1963,6.147
"876","Gambia, The",1963,5.723
"877","Guinea-Bissau",1963,5.951
"878","Equatorial Guinea",1963,5.548
"879","Greece",1963,2.14
"880","Grenada",1963,6.196
"882","Guatemala",1963,6.464
"883","Guam",1963,5.857
"884","Guyana",1963,5.548
"885","High income",1963,2.94124347106357
"886","Hong Kong SAR, China",1963,5.051
"887","Honduras",1963,7.441
"888","Heavily indebted poor countries (HIPC)",1963,6.75771055135702
"889","Croatia",1963,2.243
"890","Haiti",1963,6.274
"891","Hungary",1963,1.82
"892","IBRD only",1963,5.53266662916416
"893","IDA & IBRD total",1963,5.73268945918117
"894","IDA total",1963,6.59168079611931
"895","IDA blend",1963,6.34425727575663
"896","Indonesia",1963,5.634
"897","IDA only",1963,6.74141423370432
"899","India",1963,5.881
"901","Ireland",1963,4.01
"902","Iran, Islamic Rep.",1963,6.896
"903","Iraq",1963,6.689
"904","Iceland",1963,3.99
"905","Israel",1963,3.838
"906","Italy",1963,2.5
"907","Jamaica",1963,5.711
"908","Jordan",1963,7.983
"909","Japan",1963,2.02
"910","Kazakhstan",1963,4.331
"911","Kenya",1963,8.078
"912","Kyrgyz Republic",1963,5.335
"913","Cambodia",1963,6.937
"914","Kiribati",1963,6.728
"916","Korea, Rep.",1963,5.574
"918","Kuwait",1963,7.336
"919","Latin America & Caribbean (excluding high income)",1963,6.00994532984122
"920","Lao PDR",1963,5.969
"921","Lebanon",1963,5.647
"922","Liberia",1963,6.476
"923","Libya",1963,7.402
"924","St. Lucia",1963,6.821
"925","Latin America & Caribbean",1963,5.90639467308573
"926","Least developed countries: UN classification",1963,6.70704127309834
"927","Low income",1963,6.48401553746315
"929","Sri Lanka",1963,5.18
"930","Lower middle income",1963,5.92565855960441
"931","Low & middle income",1963,5.77230965775222
"932","Lesotho",1963,5.812
"933","Late-demographic dividend",1963,5.38918787530948
"934","Lithuania",1963,2.35
"936","Latvia",1963,1.85
"937","Macao SAR, China",1963,4.242
"939","Morocco",1963,7.135
"941","Moldova",1963,3.086
"942","Madagascar",1963,7.3
"943","Maldives",1963,7.152
"944","Middle East & North Africa",1963,6.88887994416899
"945","Mexico",1963,6.754
"947","Middle income",1963,5.71714945504047
"948","Macedonia, FYR",1963,3.638
"949","Mali",1963,7.011
"950","Malta",1963,2.9
"951","Myanmar",1963,6.116
"952","Middle East & North Africa (excluding high income)",1963,6.95385229842751
"953","Montenegro",1963,3.344
"954","Mongolia",1963,7.477
"956","Mozambique",1963,6.601
"957","Mauritania",1963,6.798
"958","Mauritius",1963,5.993
"959","Malawi",1963,7.023
"960","Malaysia",1963,5.942
"961","North America",1963,3.34560961532281
"962","Namibia",1963,6.199
"963","New Caledonia",1963,5.87333333333333
"964","Niger",1963,7.407
"965","Nigeria",1963,6.341
"966","Nicaragua",1963,7.109
"967","Netherlands",1963,3.19
"968","Norway",1963,2.93
"969","Nepal",1963,5.964
"971","New Zealand",1963,3.989
"972","OECD members",1963,3.17813855687066
"973","Oman",1963,7.256
"974","Other small states",1963,5.0366788323185
"975","Pakistan",1963,6.6
"976","Panama",1963,5.765
"977","Peru",1963,6.948
"978","Philippines",1963,6.947
"980","Papua New Guinea",1963,6.275
"981","Poland",1963,2.7
"982","Pre-demographic dividend",1963,6.68872839886744
"983","Puerto Rico",1963,4.252
"984","Korea, Dem. People’s Rep.",1963,4.057
"985","Portugal",1963,3.12
"986","Paraguay",1963,6.447
"987","Pacific island small states",1963,6.44221408168807
"988","Post-demographic dividend",1963,2.84213885895313
"989","French Polynesia",1963,5.43
"990","Qatar",1963,6.981
"991","Romania",1963,2.01
"992","Russian Federation",1963,2.27
"993","Rwanda",1963,8.198
"994","South Asia",1963,6.03189924067966
"995","Saudi Arabia",1963,7.252
"996","Sudan",1963,6.762
"997","Senegal",1963,7.077
"998","Singapore",1963,5.007
"999","Solomon Islands",1963,6.385
"1000","Sierra Leone",1963,5.965
"1001","El Salvador",1963,6.645
"1003","Somalia",1963,7.258
"1005","Sub-Saharan Africa (excluding high income)",1963,6.65039173048397
"1006","South Sudan",1963,6.763
"1007","Sub-Saharan Africa",1963,6.65039173048396
"1008","Small states",1963,5.24372181316601
"1009","Sao Tome and Principe",1963,6.306
"1010","Suriname",1963,6.497
"1011","Slovak Republic",1963,2.92
"1012","Slovenia",1963,2.32
"1013","Sweden",1963,2.33
"1014","Swaziland",1963,6.763
"1017","Syrian Arab Republic",1963,7.541
"1019","Chad",1963,6.301
"1020","East Asia & Pacific (IDA & IBRD countries)",1963,6.17342382406298
"1021","Europe & Central Asia (IDA & IBRD countries)",1963,2.9319122327594
"1022","Togo",1963,6.677
"1023","Thailand",1963,6.157
"1024","Tajikistan",1963,6.365
"1025","Turkmenistan",1963,6.668
"1026","Latin America & the Caribbean (IDA & IBRD countries)",1963,5.9746903899305
"1027","Middle East & North Africa (IDA & IBRD countries)",1963,6.9538522984275
"1028","Timor-Leste",1963,6.367
"1029","Tonga",1963,7.226
"1030","South Asia (IDA & IBRD)",1963,6.03189924067966
"1031","Sub-Saharan Africa (IDA & IBRD countries)",1963,6.65039173048396
"1032","Trinidad and Tobago",1963,4.873
"1033","Tunisia",1963,7.125
"1034","Turkey",1963,6.104
"1036","Tanzania",1963,6.803
"1037","Uganda",1963,7.06
"1038","Ukraine",1963,2.06
"1039","Upper middle income",1963,5.54156128461775
"1040","Uruguay",1963,2.874
"1041","United States",1963,3.319
"1042","Uzbekistan",1963,6.79
"1043","St. Vincent and the Grenadines",1963,6.981
"1044","Venezuela, RB",1963,6.581
"1046","Virgin Islands (U.S.)",1963,5.696
"1047","Vietnam",1963,6.448
"1048","Vanuatu",1963,6.938
"1050","World",1963,5.05074090849013
"1051","Samoa",1963,7.604
"1052","Yemen, Rep.",1963,7.475
"1053","South Africa",1963,6.049
"1054","Congo, Dem. Rep.",1963,6.048
"1055","Zambia",1963,7.184
"1056","Zimbabwe",1963,7.311
"1057","Aruba",1964,4.059
"1059","Afghanistan",1964,7.45
"1060","Angola",1964,7.406
"1061","Albania",1964,5.96
"1062","Arab World",1964,6.97889297590332
"1063","United Arab Emirates",1964,6.861
"1064","Argentina",1964,3.068
"1065","Armenia",1964,4.161
"1067","Antigua and Barbuda",1964,4.25
"1068","Australia",1964,3.146
"1069","Austria",1964,2.79
"1070","Azerbaijan",1964,5.468
"1071","Burundi",1964,7.138
"1072","Belgium",1964,2.71
"1073","Benin",1964,6.497
"1074","Burkina Faso",1964,6.414
"1075","Bangladesh",1964,6.853
"1076","Bulgaria",1964,2.19
"1077","Bahrain",1964,7.192
"1078","Bahamas, The",1964,4.22
"1079","Bosnia and Herzegovina",1964,3.517
"1080","Belarus",1964,2.31
"1081","Belize",1964,6.42
"1083","Bolivia",1964,6.559
"1084","Brazil",1964,5.953
"1085","Barbados",1964,4.094
"1086","Brunei Darussalam",1964,6.227
"1087","Bhutan",1964,6.67
"1088","Botswana",1964,6.681
"1089","Central African Republic",1964,5.925
"1090","Canada",1964,3.456
"1091","Central Europe and the Baltics",1964,2.2615261938973
"1092","Switzerland",1964,2.66
"1093","Channel Islands",1964,2.551
"1094","Chile",1964,4.859
"1095","China",1964,6.32
"1096","Cote d'Ivoire",1964,7.639
"1097","Cameroon",1964,5.89
"1098","Congo, Rep.",1964,6.052
"1099","Colombia",1964,6.668
"1100","Comoros",1964,6.975
"1101","Cabo Verde",1964,6.989
"1102","Costa Rica",1964,6.044
"1103","Caribbean small states",1964,5.43851089680346
"1104","Cuba",1964,4.643
"1107","Cyprus",1964,3.249
"1108","Czech Republic",1964,2.34
"1109","Germany",1964,2.54
"1110","Djibouti",1964,6.595
"1112","Denmark",1964,2.6
"1113","Dominican Republic",1964,7.186
"1114","Algeria",1964,7.665
"1115","East Asia & Pacific (excluding high income)",1964,6.21544337939337
"1116","Early-demographic dividend",1964,6.11142454336783
"1117","East Asia & Pacific",1964,5.68351350537487
"1118","Europe & Central Asia (excluding high income)",1964,2.89090791548644
"1119","Europe & Central Asia",1964,2.78297207828128
"1120","Ecuador",1964,6.61
"1121","Egypt, Arab Rep.",1964,6.471
"1122","Euro area",1964,2.73323754238224
"1123","Eritrea",1964,6.778
"1124","Spain",1964,3.01
"1125","Estonia",1964,1.94
"1126","Ethiopia",1964,6.867
"1127","European Union",1964,2.65466743154772
"1128","Fragile and conflict affected situations",1964,6.68852880148695
"1129","Finland",1964,2.59
"1130","Fiji",1964,5.676
"1131","France",1964,2.87
"1133","Micronesia, Fed. Sts.",1964,6.893
"1134","Gabon",1964,4.694
"1135","United Kingdom",1964,2.93
"1136","Georgia",1964,2.864
"1137","Ghana",1964,6.893
"1139","Guinea",1964,6.154
"1140","Gambia, The",1964,5.776
"1141","Guinea-Bissau",1964,5.961
"1142","Equatorial Guinea",1964,5.57
"1143","Greece",1964,2.24
"1144","Grenada",1964,5.906
"1146","Guatemala",1964,6.434
"1147","Guam",1964,5.67
"1148","Guyana",1964,5.481
"1149","High income",1964,2.91843056790854
"1150","Hong Kong SAR, China",1964,4.833
"1151","Honduras",1964,7.443
"1152","Heavily indebted poor countries (HIPC)",1964,6.77100440069783
"1153","Croatia",1964,2.211
"1154","Haiti",1964,6.233
"1155","Hungary",1964,1.82
"1156","IBRD only",1964,5.5484338740408
"1157","IDA & IBRD total",1964,5.74745191788372
"1158","IDA total",1964,6.59992008677563
"1159","IDA blend",1964,6.33798483953403
"1160","Indonesia",1964,5.623
"1161","IDA only",1964,6.75769886603674
"1163","India",1964,5.86
"1165","Ireland",1964,4.07
"1166","Iran, Islamic Rep.",1964,6.868
"1167","Iraq",1964,6.872
"1168","Iceland",1964,3.88
"1169","Israel",1964,3.826
"1170","Italy",1964,2.65
"1171","Jamaica",1964,5.775
"1172","Jordan",1964,8.034
"1173","Japan",1964,2.05
"1174","Kazakhstan",1964,4.201
"1175","Kenya",1964,8.103
"1176","Kyrgyz Republic",1964,5.317
"1177","Cambodia",1964,6.909
"1178","Kiribati",1964,6.634
"1180","Korea, Rep.",1964,5.357
"1182","Kuwait",1964,7.368
"1183","Latin America & Caribbean (excluding high income)",1964,5.95859931406604
"1184","Lao PDR",1964,5.971
"1185","Lebanon",1964,5.583
"1186","Liberia",1964,6.5
"1187","Libya",1964,7.517
"1188","St. Lucia",1964,6.758
"1189","Latin America & Caribbean",1964,5.85309702671583
"1190","Least developed countries: UN classification",1964,6.72156496643956
"1191","Low income",1964,6.48945163142095
"1193","Sri Lanka",1964,5.067
"1194","Lower middle income",1964,5.91235462458603
"1195","Low & middle income",1964,5.78919109853493
"1196","Lesotho",1964,5.806
"1197","Late-demographic dividend",1964,5.43196936877198
"1198","Lithuania",1964,2.28
"1199","Luxembourg",1964,2.34
"1200","Latvia",1964,1.79
"1201","Macao SAR, China",1964,3.926
"1203","Morocco",1964,7.119
"1205","Moldova",1964,2.989
"1206","Madagascar",1964,7.3
"1207","Maldives",1964,7.179
"1208","Middle East & North Africa",1964,6.88231103168801
"1209","Mexico",1964,6.752
"1211","Middle income",1964,5.73475776763539
"1212","Macedonia, FYR",1964,3.595
"1213","Mali",1964,7.03
"1214","Malta",1964,2.79
"1215","Myanmar",1964,6.13
"1216","Middle East & North Africa (excluding high income)",1964,6.94791101887877
"1217","Montenegro",1964,3.246
"1218","Mongolia",1964,7.558
"1220","Mozambique",1964,6.602
"1221","Mauritania",1964,6.799
"1222","Mauritius",1964,5.785
"1223","Malawi",1964,7.058
"1224","Malaysia",1964,5.808
"1225","North America",1964,3.21468572105156
"1226","Namibia",1964,6.216
"1227","New Caledonia",1964,5.73666666666667
"1228","Niger",1964,7.39
"1229","Nigeria",1964,6.336
"1230","Nicaragua",1964,7.052
"1231","Netherlands",1964,3.17
"1232","Norway",1964,2.98
"1233","Nepal",1964,5.965
"1235","New Zealand",1964,3.733
"1236","OECD members",1964,3.15877671621015
"1237","Oman",1964,7.263
"1238","Other small states",1964,5.02853411847535
"1239","Pakistan",1964,6.6
"1240","Panama",1964,5.707
"1241","Peru",1964,6.921
"1242","Philippines",1964,6.867
"1244","Papua New Guinea",1964,6.268
"1245","Poland",1964,2.57
"1246","Pre-demographic dividend",1964,6.70900954860025
"1247","Puerto Rico",1964,4.075
"1248","Korea, Dem. People’s Rep.",1964,4.022
"1249","Portugal",1964,3.21
"1250","Paraguay",1964,6.41
"1251","Pacific island small states",1964,6.31554346039573
"1252","Post-demographic dividend",1964,2.81875732551913
"1253","French Polynesia",1964,5.368
"1254","Qatar",1964,6.985
"1255","Romania",1964,1.96
"1256","Russian Federation",1964,2.18
"1257","Rwanda",1964,8.198
"1258","South Asia",1964,6.01676659436936
"1259","Saudi Arabia",1964,7.257
"1260","Sudan",1964,6.787
"1261","Senegal",1964,7.116
"1262","Singapore",1964,4.8525
"1263","Solomon Islands",1964,6.394
"1264","Sierra Leone",1964,5.963
"1265","El Salvador",1964,6.606
"1267","Somalia",1964,7.261
"1269","Sub-Saharan Africa (excluding high income)",1964,6.65737486632279
"1270","South Sudan",1964,6.781
"1271","Sub-Saharan Africa",1964,6.65737486632279
"1272","Small states",1964,5.21703579397431
"1273","Sao Tome and Principe",1964,6.327
"1274","Suriname",1964,6.412
"1275","Slovak Republic",1964,2.89
"1276","Slovenia",1964,2.312
"1277","Sweden",1964,2.47
"1278","Swaziland",1964,6.782
"1281","Syrian Arab Republic",1964,7.555
"1283","Chad",1964,6.318
"1284","East Asia & Pacific (IDA & IBRD countries)",1964,6.25291395731661
"1285","Europe & Central Asia (IDA & IBRD countries)",1964,2.85204877662258
"1286","Togo",1964,6.734
"1287","Thailand",1964,6.151
"1288","Tajikistan",1964,6.433
"1289","Turkmenistan",1964,6.663
"1290","Latin America & the Caribbean (IDA & IBRD countries)",1964,5.91907396981882
"1291","Middle East & North Africa (IDA & IBRD countries)",1964,6.94791101887877
"1292","Timor-Leste",1964,6.347
"1293","Tonga",1964,7.117
"1294","South Asia (IDA & IBRD)",1964,6.01676659436935
"1295","Sub-Saharan Africa (IDA & IBRD countries)",1964,6.65737486632279
"1296","Trinidad and Tobago",1964,4.664
"1297","Tunisia",1964,7.107
"1298","Turkey",1964,6.029
"1300","Tanzania",1964,6.801
"1301","Uganda",1964,7.078
"1302","Ukraine",1964,1.96
"1303","Upper middle income",1964,5.58536909043473
"1304","Uruguay",1964,2.858
"1305","United States",1964,3.19
"1306","Uzbekistan",1964,6.777
"1307","St. Vincent and the Grenadines",1964,6.876
"1308","Venezuela, RB",1964,6.495
"1310","Virgin Islands (U.S.)",1964,5.698
"1311","Vietnam",1964,6.464
"1312","Vanuatu",1964,6.836
"1314","World",1964,5.06124186186183
"1315","Samoa",1964,7.567
"1316","Yemen, Rep.",1964,7.519
"1317","South Africa",1964,5.984
"1318","Congo, Dem. Rep.",1964,6.067
"1319","Zambia",1964,7.24
"1320","Zimbabwe",1964,7.347
"1321","Aruba",1965,3.842
"1323","Afghanistan",1965,7.45
"1324","Angola",1965,7.408
"1325","Albania",1965,5.773
"1326","Arab World",1965,6.97229721805997
"1327","United Arab Emirates",1965,6.841
"1328","Argentina",1965,3.058
"1329","Armenia",1965,3.979
"1331","Antigua and Barbuda",1965,4.193
"1332","Australia",1965,2.977
"1333","Austria",1965,2.7
"1334","Azerbaijan",1965,5.352
"1335","Burundi",1965,7.179
"1336","Belgium",1965,2.61
"1337","Benin",1965,6.544
"1338","Burkina Faso",1965,6.454
"1339","Bangladesh",1965,6.878
"1340","Bulgaria",1965,2.09
"1341","Bahrain",1965,7.165
"1342","Bahamas, The",1965,4.057
"1343","Bosnia and Herzegovina",1965,3.422
"1344","Belarus",1965,2.27
"1345","Belize",1965,6.4
"1347","Bolivia",1965,6.519
"1348","Brazil",1965,5.815
"1349","Barbados",1965,3.963
"1350","Brunei Darussalam",1965,6.068
"1351","Bhutan",1965,6.67
"1352","Botswana",1965,6.693
"1353","Central African Republic",1965,5.937
"1354","Canada",1965,3.115
"1355","Central Europe and the Baltics",1965,2.20175599649809
"1356","Switzerland",1965,2.59
"1357","Channel Islands",1965,2.526
"1358","Chile",1965,4.763
"1359","China",1965,6.385
"1360","Cote d'Ivoire",1965,7.701
"1361","Cameroon",1965,5.949
"1362","Congo, Rep.",1965,6.094
"1363","Colombia",1965,6.567
"1364","Comoros",1965,7.004
"1365","Cabo Verde",1965,6.993
"1366","Costa Rica",1965,5.853
"1367","Caribbean small states",1965,5.36673418004934
"1368","Cuba",1965,4.617
"1371","Cyprus",1965,3.133
"1372","Czech Republic",1965,2.18
"1373","Germany",1965,2.5
"1374","Djibouti",1965,6.629
"1376","Denmark",1965,2.61
"1377","Dominican Republic",1965,7.053
"1378","Algeria",1965,7.675
"1379","East Asia & Pacific (excluding high income)",1965,6.25825211379234
"1380","Early-demographic dividend",1965,6.08930131501801
"1381","East Asia & Pacific",1965,5.72396732954051
"1382","Europe & Central Asia (excluding high income)",1965,2.85330203410104
"1383","Europe & Central Asia",1965,2.73459259661549
"1384","Ecuador",1965,6.564
"1385","Egypt, Arab Rep.",1965,6.405
"1386","Euro area",1965,2.67924420283818
"1387","Eritrea",1965,6.752
"1388","Spain",1965,2.94
"1389","Estonia",1965,1.88
"1390","Ethiopia",1965,6.864
"1391","European Union",1965,2.59725098850036
"1392","Fragile and conflict affected situations",1965,6.71286453406671
"1393","Finland",1965,2.48
"1394","Fiji",1965,5.475
"1395","France",1965,2.84
"1397","Micronesia, Fed. Sts.",1965,6.894
"1398","Gabon",1965,4.766
"1399","United Kingdom",1965,2.86
"1400","Georgia",1965,2.801
"1401","Ghana",1965,6.918
"1403","Guinea",1965,6.16
"1404","Gambia, The",1965,5.83
"1405","Guinea-Bissau",1965,5.971
"1406","Equatorial Guinea",1965,5.595
"1407","Greece",1965,2.25
"1408","Grenada",1965,5.597
"1410","Guatemala",1965,6.399
"1411","Guam",1965,5.439
"1412","Guyana",1965,5.421
"1413","High income",1965,2.81836161654114
"1414","Hong Kong SAR, China",1965,4.551
"1415","Honduras",1965,7.442
"1416","Heavily indebted poor countries (HIPC)",1965,6.78376408847876
"1417","Croatia",1965,2.177
"1418","Haiti",1965,6.179
"1419","Hungary",1965,1.82
"1420","IBRD only",1965,5.55102898671291
"1421","IDA & IBRD total",1965,5.75080584405996
"1422","IDA total",1965,6.60641601877478
"1423","IDA blend",1965,6.33088314042487
"1424","Indonesia",1965,5.612
"1425","IDA only",1965,6.77159065009065
"1427","India",1965,5.831
"1429","Ireland",1965,4.04
"1430","Iran, Islamic Rep.",1965,6.827
"1431","Iraq",1965,7.044
"1432","Iceland",1965,3.73
"1433","Israel",1965,3.814
"1434","Italy",1965,2.59
"1435","Jamaica",1965,5.815
"1436","Jordan",1965,8.057
"1437","Japan",1965,2.139
"1438","Kazakhstan",1965,4.059
"1439","Kenya",1965,8.119
"1440","Kyrgyz Republic",1965,5.266
"1441","Cambodia",1965,6.868
"1442","Kiribati",1965,6.501
"1444","Korea, Rep.",1965,5.157
"1446","Kuwait",1965,7.394
"1447","Latin America & Caribbean (excluding high income)",1965,5.8895198661846
"1448","Lao PDR",1965,5.973
"1449","Lebanon",1965,5.501
"1450","Liberia",1965,6.524
"1451","Libya",1965,7.647
"1452","St. Lucia",1965,6.688
"1453","Latin America & Caribbean",1965,5.78266789076985
"1454","Least developed countries: UN classification",1965,6.73409366649054
"1455","Low income",1965,6.5042796399768
"1457","Sri Lanka",1965,4.959
"1458","Lower middle income",1965,5.89935052299657
"1459","Low & middle income",1965,5.79378589903499
"1460","Lesotho",1965,5.802
"1461","Late-demographic dividend",1965,5.45196998582662
"1462","Lithuania",1965,2.23
"1463","Luxembourg",1965,2.42
"1464","Latvia",1965,1.74
